,feat,mean,std
0,per_g1,0.7471746467165421,0.27190788859612497
1,per_g2,0.08389509559434746,0.10250889763363585
2,per_g3,0.17470739817123856,0.23822007488874003
3,tumor_pixels_per,0.1576443034081463,0.10744494853612398
4,inter_WSI_S_density_LL_cooccur,11373.95178719867,11185.611933214424
5,pcontrast,0.38089396841230255,0.2236933901504297
6,stromal_contrast,15.166997567747297,4.35549500465594
7,imitos_70p_score_thresh1_8_thresh2_20_mj,1.290108063175395,0.5576217370438342
