,feat,mean,std
0,per_g1,0.7554304144385027,0.2660447149860377
1,per_g2,0.08119485294117648,0.10092736488942684
2,per_g3,0.1681701203208556,0.23179543970740535
3,tumor_pixels_per,0.16239759491978611,0.1102123228487969
4,inter_WSI_S_density_LL_cooccur,12157.723930481283,11800.956550226056
5,pcontrast,0.38866562098930485,0.21712105227089673
6,stromal_contrast,15.020512764037434,4.270967527984619
7,imitos_70p_score_thresh1_8_thresh2_20_mj,1.286764705882353,0.5498421428536011
